       0.000000      -0.500000       0.000000       0.000000      -0.500000       0.500000       0.000000       0.000000       0.500000      -0.750000
       0.001000      -0.500000      -0.000500       0.001000      -0.500000       0.500000       0.000500      -0.001000       0.500000      -0.749999
       0.002000      -0.499999      -0.001000       0.002000      -0.499999       0.499999       0.001000      -0.002000       0.499999      -0.749997
       0.003000      -0.499997      -0.001500       0.003000      -0.499997       0.499997       0.001500      -0.003000       0.499997      -0.749995
       0.004000      -0.499994      -0.002000       0.004000      -0.499994       0.499994       0.002000      -0.004000       0.499994      -0.749994
       0.005000      -0.499990      -0.002500       0.005000      -0.499990       0.499990       0.002500      -0.005000       0.499990      -0.749992
       0.006000      -0.499985      -0.003000       0.006000      -0.499985       0.499985       0.003000      -0.006000       0.499985      -0.749991
       0.007000      -0.499979      -0.003500       0.007000      -0.499979       0.499979       0.003500      -0.007000       0.499979      -0.749989
       0.008000      -0.499972      -0.004000       0.008000      -0.499972       0.499972       0.004000      -0.008000       0.499972      -0.749988
       0.009000      -0.499964      -0.004500       0.009000      -0.499964       0.499964       0.004500      -0.009000       0.499964      -0.749986
       0.010000      -0.499955      -0.005000       0.010000      -0.499955       0.499955       0.005000      -0.010000       0.499955      -0.749985
       0.011000      -0.499945      -0.005500       0.011000      -0.499945       0.499945       0.005500      -0.011000       0.499945      -0.749983
       0.012000      -0.499934      -0.006000       0.012000      -0.499934       0.499934       0.006000      -0.012000       0.499934      -0.749982
       0.013000      -0.499922      -0.006500       0.013000      -0.499922       0.499922       0.006500      -0.013000       0.499922      -0.749980
       0.014000      -0.499909      -0.007000       0.014000      -0.499909       0.499909       0.007000      -0.014000       0.499909      -0.749979
       0.015000      -0.499895      -0.007500       0.015000      -0.499895       0.499895       0.007500      -0.015000       0.499895      -0.749977
       0.016000      -0.499880      -0.007999       0.016000      -0.499880       0.499880       0.007999      -0.016000       0.499880      -0.749976
       0.017000      -0.499864      -0.008499       0.017000      -0.499864       0.499864       0.008499      -0.017000       0.499864      -0.749974
       0.018000      -0.499847      -0.008999       0.018001      -0.499847       0.499847       0.008999      -0.018001       0.499847      -0.749973
       0.019000      -0.499829      -0.009499       0.019001      -0.499829       0.499829       0.009499      -0.019001       0.499829      -0.749971
       0.020000      -0.499810      -0.009999       0.020001      -0.499810       0.499810       0.009999      -0.020001       0.499810      -0.749970
       0.021000      -0.499790      -0.010499       0.021001      -0.499790       0.499790       0.010499      -0.021001       0.499790      -0.749968
       0.022000      -0.499769      -0.010998       0.022001      -0.499769       0.499769       0.010998      -0.022001       0.499769      -0.749967
       0.023000      -0.499747      -0.011498       0.023001      -0.499747       0.499747       0.011498      -0.023001       0.499747      -0.749965
       0.024000      -0.499724      -0.011998       0.024002      -0.499724       0.499724       0.011998      -0.024002       0.499724      -0.749964
       0.025000      -0.499700      -0.012498       0.025002      -0.499700       0.499700       0.012498      -0.025002       0.499700      -0.749962
       0.026000      -0.499675      -0.012997       0.026002      -0.499675       0.499675       0.012997      -0.026002       0.499675      -0.749961
       0.027000      -0.499649      -0.013497       0.027002      -0.499649       0.499649       0.013497      -0.027002       0.499649      -0.749959
       0.028000      -0.499622      -0.013997       0.028003      -0.499622       0.499622       0.013997      -0.028003       0.499622      -0.749958
       0.029000      -0.499594      -0.014496       0.029003      -0.499594       0.499594       0.014496      -0.029003       0.499594      -0.749956
