   0.00000000       0.00000000    
  0.100000001       9.51398537E-02
  0.200000003      0.181105167    
  0.300000012      0.258680403    
  0.400000006      0.328602910    
  0.500000000      0.391561419    
  0.600000024      0.448195934    
  0.700000048      0.499098331    
  0.800000072      0.544813812    
  0.900000095      0.585842669    
   1.00000012      0.622642696    
   1.10000014      0.655631542    
   1.20000017      0.685189188    
   1.30000019      0.711660802    
   1.40000021      0.735359132    
   1.50000024      0.756567180    
   1.60000026      0.775540590    
   1.70000029      0.792509973    
   1.80000031      0.807683110    
   1.90000033      0.821247101    
   2.00000024      0.833370090    
   2.10000014      0.844203174    
   2.20000005      0.853882015    
   2.29999995      0.862528384    
   2.39999986      0.870251417    
   2.49999976      0.877148867    
   2.59999967      0.883308351    
   2.69999957      0.888808370    
   2.79999948      0.893719077    
   2.89999938      0.898103297    
   2.99999928      0.902017236    
   3.09999919      0.905511141    
   3.19999909      0.908629894    
   3.29999900      0.911413670    
   3.39999890      0.913898349    
   3.49999881      0.916115940    
   3.59999871      0.918095112    
   3.69999862      0.919861495    
   3.79999852      0.921437860    
   3.89999843      0.922844648    
   3.99999833      0.924100041    
   4.09999847      0.925220311    
   4.19999838      0.926220000    
   4.29999828      0.927112103    
   4.39999819      0.927908182    
   4.49999809      0.928618550    
   4.59999800      0.929252386    
   4.69999790      0.929817975    
   4.79999781      0.930322647    
   4.89999771      0.930772960    
   4.99999762      0.931174815    
   5.09999752      0.931533337    
   5.19999743      0.931853294    
   5.29999733      0.932138741    
   5.39999723      0.932393432    
   5.49999714      0.932620704    
   5.59999704      0.932823479    
   5.69999695      0.933004439    
   5.79999685      0.933165908    
   5.89999676      0.933309972    
   5.99999666      0.933438480    
   6.09999657      0.933553159    
   6.19999647      0.933655500    
   6.29999638      0.933746815    
   6.39999628      0.933828294    
   6.49999619      0.933900952    
   6.59999609      0.933965802    
   6.69999599      0.934023678    
   6.79999590      0.934075296    
   6.89999580      0.934121370    
   6.99999571      0.934162498    
   7.09999561      0.934199154    
   7.19999552      0.934231877    
   7.29999542      0.934261084    
   7.39999533      0.934287131    
   7.49999523      0.934310377    
   7.59999514      0.934331119    
   7.69999504      0.934349597    
   7.79999495      0.934366107    
   7.89999485      0.934380829    
   7.99999475      0.934394002    
   8.09999466      0.934405744    
   8.19999504      0.934416175    
   8.29999542      0.934425533    
   8.39999580      0.934433877    
   8.49999619      0.934441328    
   8.59999657      0.934447944    
   8.69999695      0.934453845    
   8.79999733      0.934459150    
   8.89999771      0.934463859    
   8.99999809      0.934468031    
   9.09999847      0.934471786    
   9.19999886      0.934475124    
   9.29999924      0.934478104    
   9.39999962      0.934480786    
   9.50000000      0.934483171    
   9.60000038      0.934485316    
   9.70000076      0.934487224    
   9.80000114      0.934488893    
   9.90000153      0.934490383    
   10.0000019      0.934491754    
