  0.100000001      0.153517231      0.153518260       1.02818012E-06
  0.200000003      0.283466935      0.283468664       1.72853470E-06
  0.300000012      0.393467098      0.393469334       2.23517418E-06
  0.400000006      0.486580372      0.486582875       2.50339508E-06
  0.500000000      0.565399110      0.565401793       2.68220901E-06
  0.600000024      0.632117867      0.632120550       2.68220901E-06
  0.700000048      0.688594103      0.688596845       2.74181366E-06
  0.800000072      0.736400247      0.736402869       2.62260437E-06
  0.900000095      0.776867330      0.776869893       2.56299973E-06
   1.00000012      0.811122060      0.811124444       2.38418579E-06
   1.10000014      0.840118051      0.840120316       2.26497650E-06
   1.20000017      0.864662707      0.864664733       2.02655792E-06
   1.30000019      0.885439336      0.885441184       1.84774399E-06
   1.40000021      0.903026402      0.903028071       1.66893005E-06
   1.50000024      0.917913496      0.917915046       1.54972076E-06
   1.60000026      0.930515170      0.930516601       1.43051147E-06
   1.70000029      0.941182315      0.941183567       1.25169754E-06
   1.80000031      0.950211823      0.950212955       1.13248825E-06
   1.90000033      0.957855165      0.957856178       1.01327896E-06
   2.00000024      0.964325130      0.964326024       8.94069672E-07
   2.10000014      0.969801843      0.969802618       7.74860382E-07
   2.20000005      0.974437773      0.974438488       7.15255737E-07
   2.29999995      0.978362024      0.978362620       5.96046448E-07
   2.39999986      0.981683850      0.981684327       4.76837158E-07
   2.49999976      0.984495699      0.984496117       4.17232513E-07
   2.59999967      0.986875892      0.986876249       3.57627869E-07
   2.69999957      0.988890648      0.988891006       3.57627869E-07
   2.79999948      0.990596116      0.990596414       2.98023224E-07
   2.89999938      0.992039800      0.992040038       2.38418579E-07
   2.99999928      0.993261814      0.993262053       2.38418579E-07
   3.09999919      0.994296253      0.994296432       1.78813934E-07
   3.19999909      0.995171905      0.995172024       1.19209290E-07
   3.29999900      0.995913088      0.995913208       1.19209290E-07
   3.39999890      0.996540487      0.996540606       1.19209290E-07
   3.49999881      0.997071564      0.997071683       1.19209290E-07
   3.59999871      0.997521102      0.997521222       1.19209290E-07
   3.69999862      0.997901678      0.997901797       1.19209290E-07
   3.79999852      0.998223782      0.998223901       1.19209290E-07
   3.89999843      0.998496473      0.998496532       5.96046448E-08
   3.99999833      0.998727262      0.998727381       1.19209290E-07
   4.09999847      0.998922646      0.998922765       1.19209290E-07
   4.19999838      0.999088049      0.999088109       5.96046448E-08
   4.29999828      0.999228060      0.999228120       5.96046448E-08
   4.39999819      0.999346554      0.999346614       5.96046448E-08
   4.49999809      0.999446869      0.999446929       5.96046448E-08
   4.59999800      0.999531806      0.999531806       0.00000000    
   4.69999790      0.999603689      0.999603689       0.00000000    
   4.79999781      0.999664545      0.999664545       0.00000000    
   4.89999771      0.999716043      0.999716043       0.00000000    
   4.99999762      0.999759614      0.999759614       0.00000000    
   5.09999752      0.999796510      0.999796510       0.00000000    
   5.19999743      0.999827743      0.999827743       0.00000000    
   5.29999733      0.999854207      0.999854207       0.00000000    
   5.39999723      0.999876618      0.999876618       0.00000000    
   5.49999714      0.999895573      0.999895513       5.96046448E-08
   5.59999704      0.999911606      0.999911547       5.96046448E-08
   5.69999695      0.999925196      0.999925137       5.96046448E-08
   5.79999685      0.999936700      0.999936640       5.96046448E-08
   5.89999676      0.999946415      0.999946356       5.96046448E-08
   5.99999666      0.999954641      0.999954581       5.96046448E-08
   6.09999657      0.999961615      0.999961555       5.96046448E-08
   6.19999647      0.999967515      0.999967456       5.96046448E-08
   6.29999638      0.999972522      0.999972463       5.96046448E-08
   6.39999628      0.999976754      0.999976695       5.96046448E-08
   6.49999619      0.999980330      0.999980271       5.96046448E-08
   6.59999609      0.999983370      0.999983311       5.96046448E-08
   6.69999599      0.999985933      0.999985874       5.96046448E-08
   6.79999590      0.999988079      0.999988019       5.96046448E-08
   6.89999580      0.999989927      0.999989867       5.96046448E-08
   6.99999571      0.999991477      0.999991417       5.96046448E-08
   7.09999561      0.999992788      0.999992728       5.96046448E-08
   7.19999552      0.999993920      0.999993861       5.96046448E-08
   7.29999542      0.999994874      0.999994814       5.96046448E-08
   7.39999533      0.999995649      0.999995589       5.96046448E-08
   7.49999523      0.999996305      0.999996245       5.96046448E-08
   7.59999514      0.999996901      0.999996841       5.96046448E-08
   7.69999504      0.999997377      0.999997318       5.96046448E-08
   7.79999495      0.999997795      0.999997735       5.96046448E-08
   7.89999485      0.999998152      0.999998093       5.96046448E-08
   7.99999475      0.999998450      0.999998391       5.96046448E-08
   8.09999466      0.999998689      0.999998629       5.96046448E-08
   8.19999504      0.999998868      0.999998868       0.00000000    
   8.29999542      0.999999046      0.999999046       0.00000000    
   8.39999580      0.999999225      0.999999166       5.96046448E-08
   8.49999619      0.999999344      0.999999285       5.96046448E-08
   8.59999657      0.999999464      0.999999404       5.96046448E-08
   8.69999695      0.999999523      0.999999523       0.00000000    
   8.79999733      0.999999583      0.999999583       0.00000000    
   8.89999771      0.999999642      0.999999642       0.00000000    
   8.99999809      0.999999702      0.999999702       0.00000000    
   9.09999847      0.999999762      0.999999762       0.00000000    
   9.19999886      0.999999821      0.999999762       5.96046448E-08
   9.29999924      0.999999821      0.999999821       0.00000000    
   9.39999962      0.999999821      0.999999821       0.00000000    
   9.50000000      0.999999821      0.999999881       5.96046448E-08
   9.60000038      0.999999821      0.999999881       5.96046448E-08
   9.70000076      0.999999821      0.999999881       5.96046448E-08
   9.80000114      0.999999821      0.999999940       1.19209290E-07
   9.90000153      0.999999821      0.999999940       1.19209290E-07
   10.0000019      0.999999821      0.999999940       1.19209290E-07
